# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  146       5.690177274686e-10       1.492545508434e-13      -6.153757537554e-12       0.000000000000e+00       3.646785093647e-12       6.288193950749e-13      -4.118687439302e-15 
  147       5.735086738111e-10       1.488180550583e-13      -6.170955207212e-12       0.000000000000e+00       3.576120429015e-12       6.196879240051e-13      -4.059337958423e-15 
  148       5.779790138599e-10       1.483186364230e-13      -6.185085546433e-12       0.000000000000e+00       3.507163762664e-12       6.107606975229e-13      -4.001154178988e-15 
  149       5.824275993403e-10       1.477572176906e-13      -6.196101830765e-12       0.000000000000e+00       3.439904082672e-12       6.020345348480e-13      -3.944042259683e-15 
  150       5.868532426888e-10       1.471348231099e-13      -6.203958783511e-12       0.000000000000e+00       3.374323980211e-12       5.935053211280e-13      -3.887898615820e-15 
  151       5.912547162498e-10       1.464525802013e-13      -6.208612616320e-12       0.000000000000e+00       3.310399500754e-12       5.851679861699e-13      -3.832609721284e-15 
  152       5.956307514745e-10       1.457117215330e-13      -6.210021069776e-12       0.000000000000e+00       3.248099995284e-12       5.770164831720e-13      -3.778051910478e-15 
  153       5.999800381174e-10       1.449135864970e-13      -6.208143453988e-12       0.000000000000e+00       3.187387971504e-12       5.690437674561e-13      -3.724091180276e-15 
  154       6.043012234348e-10       1.440596230855e-13      -6.202940689178e-12       0.000000000000e+00       3.128218945042e-12       5.612417751986e-13      -3.670582991967e-15 
  155       6.085929113818e-10       1.431513896667e-13      -6.194375346274e-12       0.000000000000e+00       3.070541290665e-12       5.536014021630e-13      -3.617372073209e-15 
  156       6.128536618103e-10       1.421905567612e-13      -6.182411687497e-12       0.000000000000e+00       3.014296093482e-12       5.461124824313e-13      -3.564292219972e-15 
  157       6.170819896667e-10       1.411789088178e-13      -6.167015706952e-12       0.000000000000e+00       2.959417000157e-12       5.387637671363e-13      -3.511166098488e-15 
  158       6.212763641893e-10       1.401183459898e-13      -6.148155171215e-12       0.000000000000e+00       2.905830070115e-12       5.315429031926e-13      -3.457805047202e-15 
  159       6.254352081059e-10       1.390108859111e-13      -6.125799659928e-12       0.000000000000e+00       2.853453626752e-12       5.244364120294e-13      -3.404008878717e-15 
  160       6.295568968317e-10       1.378586654723e-13      -6.099920606384e-12       0.000000000000e+00       2.802198108642e-12       5.174296683217e-13      -3.349565681744e-15 
  161       6.336398702329e-10       1.366638934366e-13      -6.070491184734e-12       0.000000000000e+00       2.751984428298e-12       5.105100799621e-13      -3.294299568519e-15 
  162       6.376829807086e-10       1.354286998486e-13      -6.037485875181e-12       0.000000000000e+00       2.702801185280e-12       5.036769886474e-13      -3.238219077913e-15 
